Id,PostId,IsAnonymous,VoteTypeId,CreationDate
"5185","657568","False","2","2011-07-15 14:11:00"
"5186","5595606","True","2","2011-07-15 14:11:06"
"5187","1487224","True","2","2011-07-15 14:11:10"
"5188","921789","True","2","2011-07-15 14:11:15"
"5189","3294033","True","2","2011-07-15 14:11:15"
"5190","163178","True","2","2011-07-15 14:11:19"
"5191","667467","True","3","2011-07-15 14:11:20"
"5192","4168909","True","3","2011-07-15 14:11:34"
"5193","729098","False","2","2011-07-15 14:11:38"
"5194","613431","True","3","2011-07-15 14:11:45"
"5195","5811450","True","2","2011-07-15 14:11:45"
"5196","5054001","True","3","2011-07-15 14:11:47"
"5197","2869372","True","2","2011-07-15 14:11:52"
"5198","6708145","False","2","2011-07-15 14:11:54"
"5199","860758","False","3","2011-07-15 14:11:58"
"5200","6003999","False","3","2011-07-15 14:12:04"
"5202","3475971","True","2","2011-07-15 14:12:08"
"5203","3328864","True","2","2011-07-15 14:12:12"
"5204","6708289","False","2","2011-07-15 14:12:20"
"5205","5225551","True","2","2011-07-15 14:12:26"
"5206","5216986","True","3","2011-07-15 14:12:35"
"5207","1605720","True","2","2011-07-15 14:12:38"
"5208","1605849","True","2","2011-07-15 14:12:46"
"5209","1679458","True","2","2011-07-15 14:12:49"
"5210","5830703","True","3","2011-07-15 14:12:51"
"5211","495553","True","2","2011-07-15 14:12:52"
"5212","1777805","True","2","2011-07-15 14:12:53"
"5213","2925732","True","2","2011-07-15 14:12:55"
"5214","2109036","True","2","2011-07-15 14:12:57"
"5215","4241293","True","2","2011-07-15 14:12:58"
"5216","6205793","True","2","2011-07-15 14:13:01"
"5217","3007644","True","3","2011-07-15 14:13:17"
"5218","5103886","True","3","2011-07-15 14:13:20"
"5219","3919813","False","3","2011-07-15 14:13:22"
"5220","459898","True","2","2011-07-15 14:13:39"
"5221","5778106","True","2","2011-07-15 14:13:41"
"5222","179061","True","2","2011-07-15 14:13:44"
"5223","1642362","True","2","2011-07-15 14:13:45"
"5224","179014","True","2","2011-07-15 14:13:47"
"5225","6620390","True","3","2011-07-15 14:13:57"
"5226","3507264","True","3","2011-07-15 14:14:01"
"5227","3506319","True","3","2011-07-15 14:14:05"
"5228","4518252","True","2","2011-07-15 14:14:13"
"5229","156375","True","2","2011-07-15 14:14:15"
"5230","4558674","False","2","2011-07-15 14:14:23"
"5231","4612113","True","2","2011-07-15 14:14:30"
"5232","5854810","True","2","2011-07-15 14:14:38"
"5234","6705908","False","2","2011-07-15 14:14:42"
"5235","5278726","True","3","2011-07-15 14:14:55"
"5236","2949386","True","3","2011-07-15 14:15:01"
"5237","6445607","False","2","2011-07-15 14:15:09"
"5238","2976743","True","2","2011-07-15 14:15:10"
"5239","3470355","True","2","2011-07-15 14:15:12"
"5240","939764","True","2","2011-07-15 14:15:20"
"5241","4547076","True","2","2011-07-15 14:15:51"
"5242","6226601","True","2","2011-07-15 14:15:56"
"5243","3801125","True","3","2011-07-15 14:15:57"
"5244","2359937","True","3","2011-07-15 14:16:02"
"5245","4547695","True","2","2011-07-15 14:16:04"
"5246","1082","True","2","2011-07-15 14:16:04"
"5247","475886","True","2","2011-07-15 14:16:09"
"5248","1806262","True","2","2011-07-15 14:16:11"
"5249","2110352","True","2","2011-07-15 14:16:12"
"5250","475839","True","2","2011-07-15 14:16:16"
"5251","839043","True","2","2011-07-15 14:16:28"
"5252","2001824","False","2","2011-07-15 14:16:30"
"5253","4619746","True","2","2011-07-15 14:16:30"
"5254","3886099","True","2","2011-07-15 14:16:39"
"5255","1560788","False","2","2011-07-15 14:16:40"
"5256","2710084","True","2","2011-07-15 14:16:45"
"5257","2954045","False","2","2011-07-15 14:16:53"
"5258","1909679","True","2","2011-07-15 14:16:54"
"5259","3018016","False","2","2011-07-15 14:17:01"
"5260","2917113","True","2","2011-07-15 14:17:02"
"5261","2699004","True","3","2011-07-15 14:17:02"
"5262","6368744","True","3","2011-07-15 14:17:13"
"5263","2560184","True","2","2011-07-15 14:17:15"
"5264","3230405","False","2","2011-07-15 14:17:19"
"5265","2281958","True","3","2011-07-15 14:17:19"
"5266","3851864","True","2","2011-07-15 14:17:20"
"5267","3851740","True","2","2011-07-15 14:17:26"
"5268","3921344","True","2","2011-07-15 14:17:36"
"5269","5022980","True","3","2011-07-15 14:17:43"
"5270","3677190","True","2","2011-07-15 14:17:45"
"5271","1509031","True","2","2011-07-15 14:17:47"
"5272","5022438","True","2","2011-07-15 14:17:48"
"5273","6585061","True","3","2011-07-15 14:17:50"
"5274","5153801","False","3","2011-07-15 14:17:57"
"5275","1260874","True","2","2011-07-15 14:17:58"
"5276","4441922","True","2","2011-07-15 14:18:00"
"5277","2224135","True","3","2011-07-15 14:18:21"
"5278","4850743","True","2","2011-07-15 14:18:27"
"5279","223633","True","2","2011-07-15 14:18:34"
"5280","2966442","True","3","2011-07-15 14:18:56"
"5281","4058391","True","2","2011-07-15 14:18:58"
"5282","3705498","True","2","2011-07-15 14:19:08"
"5283","2227680","True","2","2011-07-15 14:19:14"
"5284","4408818","True","2","2011-07-15 14:19:18"
"5285","4281073","True","2","2011-07-15 14:19:21"
"5286","6500499","True","2","2011-07-15 14:19:24"
"5287","58054","True","2","2011-07-15 14:19:30"
"5288","5998398","True","2","2011-07-15 14:19:30"
"5289","5903804","False","3","2011-07-15 14:19:32"
"5290","6177792","False","3","2011-07-15 14:19:42"
"5291","2315333","True","2","2011-07-15 14:19:49"
"5293","5339052","True","2","2011-07-15 14:20:00"
"5294","1554144","True","2","2011-07-15 14:20:01"
"5295","5139103","True","2","2011-07-15 14:20:03"
"5296","5215826","True","2","2011-07-15 14:20:08"
"5297","5138089","True","2","2011-07-15 14:20:13"
"5298","506370","True","3","2011-07-15 14:20:16"
"5299","5138022","True","2","2011-07-15 14:20:26"
"5300","6707533","False","2","2011-07-15 14:20:26"
"5301","2094155","True","2","2011-07-15 14:20:30"
"5302","4813887","True","2","2011-07-15 14:20:40"
"5303","1700965","True","2","2011-07-15 14:20:45"
"5304","3096610","False","2","2011-07-15 14:20:50"
"5305","2198536","True","2","2011-07-15 14:20:53"
"5306","965707","False","2","2011-07-15 14:20:54"
"5307","63465","True","2","2011-07-15 14:20:55"
"5308","3153457","True","2","2011-07-15 14:21:09"
"5309","6704339","False","2","2011-07-15 14:21:29"
"5310","316996","True","2","2011-07-15 14:21:30"
"5311","316889","True","2","2011-07-15 14:21:35"
"5312","170168","True","2","2011-07-15 14:21:43"
"5313","6707899","False","2","2011-07-15 14:21:59"
"5314","218384","True","2","2011-07-15 14:22:08"
"5315","479911","True","2","2011-07-15 14:22:19"
"5316","4575266","True","3","2011-07-15 14:22:25"
"5317","2467546","True","2","2011-07-15 14:22:26"
"5318","1241052","True","2","2011-07-15 14:22:31"
"5319","2886637","False","2","2011-07-15 14:22:45"
"5320","4828701","True","3","2011-07-15 14:22:47"
"5321","6697659","False","3","2011-07-15 14:22:51"
"5322","2521850","True","3","2011-07-15 14:22:52"
"5323","6697343","False","3","2011-07-15 14:22:54"
"5324","1561097","True","2","2011-07-15 14:22:56"
"5325","1812253","True","3","2011-07-15 14:22:57"
"5326","6706677","False","2","2011-07-15 14:22:57"
"5327","6132046","True","2","2011-07-15 14:23:01"
"5328","6700631","False","2","2011-07-15 14:23:03"
"5329","1711567","True","2","2011-07-15 14:23:06"
"5330","139426","True","3","2011-07-15 14:23:10"
"5331","1712131","True","2","2011-07-15 14:23:19"
"5332","5487055","True","2","2011-07-15 14:23:23"
"5333","5828454","True","3","2011-07-15 14:23:25"
"5334","5238714","True","2","2011-07-15 14:23:27"
"5335","965726","False","2","2011-07-15 14:23:28"
"5336","4333119","True","2","2011-07-15 14:23:29"
"5337","75313","True","2","2011-07-15 14:23:30"
"5338","4373711","True","2","2011-07-15 14:23:30"
"5339","6436320","True","3","2011-07-15 14:23:31"
"5340","4779393","True","2","2011-07-15 14:23:37"
"5341","1480873","True","2","2011-07-15 14:23:53"
"5342","1223369","True","2","2011-07-15 14:23:55"
"5343","5533789","True","2","2011-07-15 14:23:58"
"5344","2315341","True","2","2011-07-15 14:24:02"
"5345","944847","True","2","2011-07-15 14:24:08"
"5346","6594566","True","3","2011-07-15 14:24:10"
"5347","1227959","True","2","2011-07-15 14:24:12"
"5348","1227908","True","2","2011-07-15 14:24:29"
"5349","6708231","True","2","2011-07-15 14:24:30"
"5350","2050249","False","2","2011-07-15 14:24:38"
"5351","940012","True","3","2011-07-15 14:24:42"
"5352","6432876","True","2","2011-07-15 14:24:46"
"5353","6707164","False","2","2011-07-15 14:24:53"
"5354","5143224","True","2","2011-07-15 14:24:53"
"5356","6707957","False","2","2011-07-15 14:25:11"
"5357","807863","True","2","2011-07-15 14:25:18"
"5358","6707987","False","2","2011-07-15 14:25:20"
"5359","925219","True","3","2011-07-15 14:25:21"
"5360","495352","True","2","2011-07-15 14:25:26"
"5361","495345","True","2","2011-07-15 14:25:32"
"5362","185955","False","2","2011-07-15 14:25:37"
"5363","6707966","False","2","2011-07-15 14:25:39"
"5364","6704423","False","2","2011-07-15 14:25:43"
"5365","6707982","False","2","2011-07-15 14:25:47"
"5366","3952169","True","2","2011-07-15 14:25:49"
"5367","6706850","True","2","2011-07-15 14:25:53"
"5368","2425335","True","3","2011-07-15 14:25:54"
"5369","6706878","True","2","2011-07-15 14:25:59"
"5370","3955387","True","3","2011-07-15 14:26:03"
"5371","231893","False","2","2011-07-15 14:26:07"
"5372","6706885","True","2","2011-07-15 14:26:21"
"5373","292810","True","2","2011-07-15 14:26:24"
"5375","6708277","False","2","2011-07-15 14:26:58"
"5376","5367015","False","2","2011-07-15 14:27:10"
"5377","1544623","False","2","2011-07-15 14:27:14"
"5378","35845","False","2","2011-07-15 14:27:20"
"5379","6690420","False","3","2011-07-15 14:27:24"
"5380","3682760","True","2","2011-07-15 14:27:26"
"5382","4909054","True","3","2011-07-15 14:27:43"
"5383","4287364","True","3","2011-07-15 14:27:51"
"5384","4287299","True","2","2011-07-15 14:27:58"
"5385","6708248","False","2","2011-07-15 14:28:00"
"5386","3937846","False","2","2011-07-15 14:28:04"
"5387","6708271","False","2","2011-07-15 14:28:04"
"5388","89243","True","2","2011-07-15 14:28:08"
"5389","92395","True","2","2011-07-15 14:28:12"
"5390","3213161","True","3","2011-07-15 14:28:21"
"5391","6703373","True","2","2011-07-15 14:28:24"
"5392","5159952","True","3","2011-07-15 14:28:30"
"5393","6708257","False","2","2011-07-15 14:28:34"
"5395","560254","True","2","2011-07-15 14:28:46"
"5396","6706927","False","2","2011-07-15 14:28:51"
"5397","4982487","True","2","2011-07-15 14:28:59"
"5398","327509","True","3","2011-07-15 14:29:03"
"5399","1974558","True","2","2011-07-15 14:29:16"
"5400","120316","True","2","2011-07-15 14:29:17"
"5401","626440","False","2","2011-07-15 14:29:19"
"5402","6696488","False","2","2011-07-15 14:29:34"
"5403","4918756","True","2","2011-07-15 14:29:37"
"5404","1792515","True","2","2011-07-15 14:29:39"
"5405","208995","False","2","2011-07-15 14:29:43"
"5406","6356018","True","3","2011-07-15 14:29:46"
"5407","59362","False","2","2011-07-15 14:29:47"
"5408","6557627","True","2","2011-07-15 14:29:51"
"5409","2990559","True","2","2011-07-15 14:29:57"
"5410","6389270","False","2","2011-07-15 14:29:58"
"5411","125650","False","2","2011-07-15 14:29:58"
"5412","2930946","False","2","2011-07-15 14:30:00"
"5413","5769405","True","2","2011-07-15 14:30:04"
"5414","6417221","False","2","2011-07-15 14:30:17"
"5415","2221607","True","2","2011-07-15 14:30:21"
"5416","6417385","False","2","2011-07-15 14:30:23"
"5417","6417185","False","2","2011-07-15 14:30:28"
"5418","5995109","True","2","2011-07-15 14:30:33"
"5419","6016431","True","2","2011-07-15 14:30:34"
"5420","5377549","True","3","2011-07-15 14:30:37"
"5421","266940","True","2","2011-07-15 14:30:37"
"5422","3527954","True","3","2011-07-15 14:30:47"
"5423","54001","True","3","2011-07-15 14:30:47"
"5424","1366256","True","3","2011-07-15 14:30:49"
"5425","6678486","True","3","2011-07-15 14:30:50"
"5427","2839521","True","2","2011-07-15 14:31:12"
"5428","6685127","False","2","2011-07-15 14:31:18"
"5429","2242603","False","3","2011-07-15 14:31:23"
"5430","910426","True","2","2011-07-15 14:31:32"
"5431","2864613","False","3","2011-07-15 14:31:32"
"5432","6708497","False","2","2011-07-15 14:31:47"
"5433","3437059","True","2","2011-07-15 14:31:58"
"5434","3563464","True","2","2011-07-15 14:32:15"
"5435","478173","True","3","2011-07-15 14:32:18"
"5436","1396387","True","2","2011-07-15 14:32:20"
"5437","6543718","False","2","2011-07-15 14:32:24"
"5438","6541369","False","2","2011-07-15 14:32:35"
"5439","3630607","True","2","2011-07-15 14:32:49"
"5440","96063","True","3","2011-07-15 14:32:51"
"5441","215731","False","2","2011-07-15 14:32:59"
"5442","6070977","True","2","2011-07-15 14:33:01"
"5443","6707471","True","2","2011-07-15 14:33:01"
"5444","6708600","True","3","2011-07-15 14:33:09"
"5446","6040177","True","3","2011-07-15 14:33:12"
"5447","1723308","True","2","2011-07-15 14:33:12"
"5448","6700780","True","3","2011-07-15 14:33:23"
"5449","6699038","False","2","2011-07-15 14:33:32"
"5450","6693689","False","3","2011-07-15 14:33:33"
"5451","6640233","True","2","2011-07-15 14:33:33"
"5452","6708108","False","2","2011-07-15 14:34:01"
"5453","2299456","True","2","2011-07-15 14:34:02"
"5454","6699059","False","2","2011-07-15 14:34:02"
"5455","5677238","True","3","2011-07-15 14:34:13"
"5456","6210367","True","3","2011-07-15 14:34:22"
"5457","675797","True","2","2011-07-15 14:34:51"
"5458","5843747","True","2","2011-07-15 14:34:56"
"5459","5843611","True","2","2011-07-15 14:35:01"
"5460","4920692","True","2","2011-07-15 14:35:08"
"5461","1764017","True","2","2011-07-15 14:35:26"
"5462","1766973","False","2","2011-07-15 14:35:37"
"5463","775049","False","2","2011-07-15 14:35:39"
"5465","5386150","True","2","2011-07-15 14:35:59"
"5466","5735813","True","3","2011-07-15 14:36:25"
"5467","6691222","True","3","2011-07-15 14:36:29"
"5468","6229769","True","2","2011-07-15 14:36:40"
"5469","6285793","True","2","2011-07-15 14:36:51"
"5470","650643","False","2","2011-07-15 14:36:57"
"5471","6708458","False","2","2011-07-15 14:36:59"
"5472","5807964","True","2","2011-07-15 14:37:07"
"5473","4627735","False","2","2011-07-15 14:37:08"
"5474","6708408","False","2","2011-07-15 14:37:10"
"5475","2181364","False","3","2011-07-15 14:37:15"
"5476","1444661","True","3","2011-07-15 14:37:16"
"5477","1802948","True","2","2011-07-15 14:37:24"
"5478","984432","True","3","2011-07-15 14:37:27"
"5479","984427","True","2","2011-07-15 14:37:30"
"5480","6706984","False","3","2011-07-15 14:37:31"
"5481","2816645","False","2","2011-07-15 14:37:35"
"5482","2113099","True","2","2011-07-15 14:37:36"
"5483","5602201","True","2","2011-07-15 14:37:40"
"5484","5218356","True","3","2011-07-15 14:37:51"
"5485","679245","True","2","2011-07-15 14:37:53"
"5486","1128276","True","2","2011-07-15 14:37:53"
"5487","2037591","False","2","2011-07-15 14:37:54"
"5488","233693","True","3","2011-07-15 14:38:02"
"5489","6708329","True","2","2011-07-15 14:38:08"
"5490","2851593","True","2","2011-07-15 14:38:16"
"5491","4182304","True","3","2011-07-15 14:38:16"
"5492","596369","False","2","2011-07-15 14:38:21"
"5493","1003549","True","2","2011-07-15 14:38:32"
"5494","5918755","True","3","2011-07-15 14:38:33"
"5495","5017280","True","3","2011-07-15 14:38:34"
"5496","6530817","True","2","2011-07-15 14:38:46"
"5497","154138","True","2","2011-07-15 14:38:52"
"5498","4907226","False","2","2011-07-15 14:38:56"
"5499","5924300","True","2","2011-07-15 14:38:58"
"5500","5924139","True","2","2011-07-15 14:39:00"
"5501","1033537","True","2","2011-07-15 14:39:17"
"5502","546689","True","2","2011-07-15 14:39:21"
"5503","5346544","True","2","2011-07-15 14:39:33"
"5504","6708614","False","2","2011-07-15 14:39:42"
"5505","6708342","False","2","2011-07-15 14:39:45"
"5506","1747061","True","2","2011-07-15 14:39:45"
"5507","169846","True","2","2011-07-15 14:39:49"
"5508","6695372","False","2","2011-07-15 14:39:57"
"5509","5346590","True","2","2011-07-15 14:39:58"
"5510","178550","True","3","2011-07-15 14:40:04"
"5511","2968133","True","2","2011-07-15 14:40:16"
"5512","6116854","True","3","2011-07-15 14:40:26"
"5513","728685","True","2","2011-07-15 14:40:29"
"5514","6609910","True","3","2011-07-15 14:40:32"
"5515","200543","True","2","2011-07-15 14:40:36"
"5516","2119999","True","2","2011-07-15 14:40:46"
"5517","4519013","True","2","2011-07-15 14:40:53"
"5518","263164","True","2","2011-07-15 14:41:00"
"5519","1887619","True","2","2011-07-15 14:41:12"
"5520","5322503","True","2","2011-07-15 14:41:14"
"5521","4647579","True","2","2011-07-15 14:41:18"
"5522","1315780","False","3","2011-07-15 14:41:29"
"5523","3259646","True","2","2011-07-15 14:41:31"
"5524","3065650","True","2","2011-07-15 14:41:40"
"5525","6439383","True","3","2011-07-15 14:42:10"
"5526","4362317","True","3","2011-07-15 14:42:14"
"5527","4362298","True","3","2011-07-15 14:42:17"
"5528","5199604","True","2","2011-07-15 14:42:18"
"5529","615128","True","2","2011-07-15 14:42:25"
"5530","2094970","False","2","2011-07-15 14:42:25"
"5531","1782909","True","2","2011-07-15 14:42:28"
"5532","6708357","True","3","2011-07-15 14:42:32"
"5533","853010","True","2","2011-07-15 14:42:32"
"5535","534976","True","2","2011-07-15 14:42:38"
"5536","657795","True","2","2011-07-15 14:42:42"
"5537","4532291","False","2","2011-07-15 14:42:43"
"5538","4403818","True","3","2011-07-15 14:42:48"
"5539","963327","True","3","2011-07-15 14:42:54"
"5540","46290","True","3","2011-07-15 14:43:12"
"5541","6708640","False","2","2011-07-15 14:43:19"
"5542","634841","True","2","2011-07-15 14:43:22"
"5543","6708689","False","2","2011-07-15 14:43:29"
"5544","3235263","True","2","2011-07-15 14:43:30"
"5545","3884371","False","3","2011-07-15 14:43:35"
"5546","4255694","True","2","2011-07-15 14:43:41"
"5547","339111","True","2","2011-07-15 14:43:51"
"5548","1111197","True","3","2011-07-15 14:43:54"
"5549","808276","True","2","2011-07-15 14:43:56"
"5550","1249534","True","2","2011-07-15 14:44:08"
"5551","808367","True","2","2011-07-15 14:44:19"
"5552","6708648","False","2","2011-07-15 14:44:25"
"5553","2047391","True","2","2011-07-15 14:44:29"
"5554","1422696","True","2","2011-07-15 14:44:41"
"5555","434706","True","2","2011-07-15 14:44:57"
"5556","6461857","True","2","2011-07-15 14:44:59"
"5557","2704521","True","2","2011-07-15 14:45:01"
"5558","5888624","True","2","2011-07-15 14:45:06"
"5559","5479726","False","2","2011-07-15 14:45:08"
"5560","5233544","True","2","2011-07-15 14:45:15"
"5561","755660","True","2","2011-07-15 14:45:24"
"5562","6156527","True","3","2011-07-15 14:45:29"
"5563","1082869","True","2","2011-07-15 14:45:47"
"5564","1082922","True","2","2011-07-15 14:45:52"
"5565","1639606","True","2","2011-07-15 14:45:53"
"5566","816858","True","2","2011-07-15 14:45:57"
"5567","6708719","True","3","2011-07-15 14:45:58"
"5568","1741329","True","3","2011-07-15 14:46:16"
"5569","4870450","False","2","2011-07-15 14:46:20"
"5570","1630888","True","2","2011-07-15 14:46:22"
"5571","1630602","True","3","2011-07-15 14:46:26"
"5572","1709494","True","3","2011-07-15 14:46:26"
"5573","22776","True","2","2011-07-15 14:46:31"
"5574","6486734","False","2","2011-07-15 14:46:37"
"5575","3746737","True","2","2011-07-15 14:46:37"
"5576","6704350","True","2","2011-07-15 14:46:38"
"5577","22721","True","2","2011-07-15 14:46:40"
"5578","6708826","False","2","2011-07-15 14:47:05"
"5579","5255468","False","2","2011-07-15 14:47:13"
"5580","2257449","True","2","2011-07-15 14:47:14"
"5581","2727727","True","2","2011-07-15 14:47:30"
"5582","6699996","False","2","2011-07-15 14:47:46"
"5583","383992","False","2","2011-07-15 14:47:47"
"5584","1526288","True","3","2011-07-15 14:47:53"
"5585","4716997","True","2","2011-07-15 14:48:09"
"5586","2530907","True","3","2011-07-15 14:48:12"
"5587","5105725","False","2","2011-07-15 14:48:13"
"5588","6708215","False","2","2011-07-15 14:48:17"
"5589","6074257","True","2","2011-07-15 14:48:28"
"5590","2504144","False","2","2011-07-15 14:48:28"
"5591","2503838","False","2","2011-07-15 14:48:40"
"5592","6708678","False","2","2011-07-15 14:48:46"
"5593","6701164","False","2","2011-07-15 14:48:49"
"5594","6701298","False","2","2011-07-15 14:48:53"
"5595","964265","True","3","2011-07-15 14:49:03"
"5596","4573458","True","3","2011-07-15 14:49:05"
"5597","1829","True","3","2011-07-15 14:49:06"
"5598","758148","True","2","2011-07-15 14:49:07"
"5599","4933246","False","3","2011-07-15 14:49:12"
"5600","1368853","True","2","2011-07-15 14:49:18"
"5601","135716","True","3","2011-07-15 14:49:19"
"5602","6551710","True","2","2011-07-15 14:49:30"
"5603","2475659","True","2","2011-07-15 14:49:35"
"5604","2844027","True","2","2011-07-15 14:49:45"
"5605","6541193","True","2","2011-07-15 14:49:46"
"5606","5815206","True","2","2011-07-15 14:50:03"
"5607","6669323","False","2","2011-07-15 14:50:04"
"5608","5394576","True","2","2011-07-15 14:50:07"
"5609","4419287","True","3","2011-07-15 14:50:10"
"5611","259058","False","2","2011-07-15 14:50:21"
"5612","541085","True","2","2011-07-15 14:50:30"
"5613","4906377","False","3","2011-07-15 14:50:31"
"5614","5057680","True","2","2011-07-15 14:51:11"
"5615","5769260","True","3","2011-07-15 14:51:28"
"5616","5769241","True","3","2011-07-15 14:51:33"
"5617","456783","True","2","2011-07-15 14:51:35"
"5618","1935780","True","2","2011-07-15 14:51:40"
"5619","4085011","True","3","2011-07-15 14:51:42"
"5620","6081307","True","2","2011-07-15 14:51:49"
"5621","3963916","True","2","2011-07-15 14:51:49"
"5622","4996261","True","3","2011-07-15 14:51:53"
"5623","6700779","False","2","2011-07-15 14:51:58"
"5624","4995897","True","2","2011-07-15 14:51:58"
"5625","6708002","False","2","2011-07-15 14:52:11"
"5626","2589422","True","2","2011-07-15 14:52:15"
"5627","816371","True","2","2011-07-15 14:52:20"
"5628","1345672","True","2","2011-07-15 14:52:23"
"5629","382598","True","2","2011-07-15 14:52:24"
"5630","1345619","True","2","2011-07-15 14:52:26"
"5631","5935086","False","2","2011-07-15 14:52:30"
"5633","5935481","False","2","2011-07-15 14:52:38"
"5634","4036040","True","2","2011-07-15 14:52:42"
"5635","1942644","True","2","2011-07-15 14:52:44"
"5636","3900532","True","2","2011-07-15 14:52:46"
"5637","6708671","False","2","2011-07-15 14:52:48"
"5638","1288353","True","2","2011-07-15 14:52:50"
"5639","1526307","True","2","2011-07-15 14:53:06"
"5640","1383598","True","3","2011-07-15 14:53:27"
"5642","599730","True","2","2011-07-15 14:53:54"
"5643","4166762","False","2","2011-07-15 14:53:57"
"5644","852258","True","2","2011-07-15 14:53:58"
"5645","4939038","False","2","2011-07-15 14:53:59"
"5646","852245","True","2","2011-07-15 14:54:14"
"5647","2957386","True","2","2011-07-15 14:54:21"
"5648","4094067","True","2","2011-07-15 14:54:21"
"5649","3795617","False","2","2011-07-15 14:54:28"
"5650","6088326","True","3","2011-07-15 14:55:08"
"5651","5826912","True","2","2011-07-15 14:55:11"
"5652","745662","True","2","2011-07-15 14:55:12"
"5653","364599","False","2","2011-07-15 14:55:19"
"5654","6705006","False","2","2011-07-15 14:55:21"
"5655","1895493","False","3","2011-07-15 14:55:28"
"5656","3420577","False","2","2011-07-15 14:55:29"
"5657","2807339","True","2","2011-07-15 14:55:29"
"5658","1473742","True","2","2011-07-15 14:55:36"
"5659","3034475","True","3","2011-07-15 14:55:38"
"5660","3034675","True","2","2011-07-15 14:55:46"
"5661","237104","True","2","2011-07-15 14:55:51"
"5662","6704347","False","2","2011-07-15 14:55:54"
"5663","335063","True","2","2011-07-15 14:56:01"
"5664","6708861","False","2","2011-07-15 14:56:04"
"5665","5841056","True","2","2011-07-15 14:56:12"
"5666","2669130","True","3","2011-07-15 14:56:20"
"5667","5404594","True","2","2011-07-15 14:56:32"
"5668","5404415","True","2","2011-07-15 14:56:37"
"5669","5404381","True","2","2011-07-15 14:56:39"
"5670","1062144","True","2","2011-07-15 14:56:40"
"5671","5404331","True","2","2011-07-15 14:56:41"
"5672","6081333","True","2","2011-07-15 14:56:44"
"5673","5949166","True","3","2011-07-15 14:56:46"
"5674","2460764","True","2","2011-07-15 14:56:46"
"5675","1062169","True","3","2011-07-15 14:56:50"
"5676","5566599","True","2","2011-07-15 14:56:51"
"5677","1062177","True","3","2011-07-15 14:56:52"
"5678","177522","True","3","2011-07-15 14:57:02"
"5679","3637493","True","3","2011-07-15 14:57:02"
"5680","1644333","True","2","2011-07-15 14:57:08"
"5681","177499","True","3","2011-07-15 14:57:13"
"5682","177496","True","2","2011-07-15 14:57:19"
"5683","4443949","True","2","2011-07-15 14:57:35"
"5684","477667","True","2","2011-07-15 14:57:42"
"5685","1590495","True","2","2011-07-15 14:57:55"
"5686","2221359","True","3","2011-07-15 14:58:09"
"5687","1683952","False","3","2011-07-15 14:58:20"
"5688","3887262","False","3","2011-07-15 14:58:30"
"5689","3368375","True","2","2011-07-15 14:58:34"
"5690","544211","False","2","2011-07-15 14:58:53"
"5691","328704","True","2","2011-07-15 14:58:57"
"5692","855747","True","3","2011-07-15 14:59:41"
"5693","4110499","True","3","2011-07-15 14:59:41"
"5694","1119951","True","2","2011-07-15 14:59:44"
"5695","114589","True","3","2011-07-15 14:59:48"
"5696","1903531","True","2","2011-07-15 14:59:48"
"5697","40469","True","2","2011-07-15 15:00:03"
"5698","1270043","True","3","2011-07-15 15:00:21"
"5699","4739368","True","2","2011-07-15 15:00:34"
"5700","2584811","True","3","2011-07-15 15:00:37"
"5701","556923","True","2","2011-07-15 15:00:37"
"5702","6245666","True","2","2011-07-15 15:00:38"
"5703","332250","True","3","2011-07-15 15:00:41"
"5704","556986","True","2","2011-07-15 15:00:42"
"5705","2481876","True","3","2011-07-15 15:00:44"
"5706","64404","True","3","2011-07-15 15:00:45"
"5707","2170305","True","2","2011-07-15 15:00:47"
"5708","5627799","True","2","2011-07-15 15:00:55"
"5709","196038","True","3","2011-07-15 15:01:01"
"5710","2665428","True","2","2011-07-15 15:01:02"
"5711","921789","True","2","2011-07-15 15:01:04"
"5712","6160260","True","3","2011-07-15 15:01:09"
"5713","3291340","False","3","2011-07-15 15:01:20"
"5714","5289151","False","2","2011-07-15 15:01:33"
"5715","6250087","True","2","2011-07-15 15:01:35"
"5716","5484926","False","2","2011-07-15 15:01:41"
"5717","470663","False","2","2011-07-15 15:01:44"
"5718","1749387","True","3","2011-07-15 15:01:49"
"5719","477819","True","3","2011-07-15 15:01:52"
"5720","439358","True","2","2011-07-15 15:02:09"
"5721","3581427","True","2","2011-07-15 15:02:11"
"5722","1663503","True","2","2011-07-15 15:02:20"
"5723","6687676","False","2","2011-07-15 15:02:28"
"5724","311707","True","2","2011-07-15 15:02:30"
"5725","3412718","True","3","2011-07-15 15:02:38"
"5726","1257500","True","3","2011-07-15 15:02:43"
"5727","1257508","True","3","2011-07-15 15:02:46"
"5728","6668648","False","2","2011-07-15 15:02:49"
"5729","3273223","True","2","2011-07-15 15:02:51"
"5730","6684245","False","2","2011-07-15 15:02:59"
"5731","6709022","True","3","2011-07-15 15:03:03"
"5732","6709058","True","3","2011-07-15 15:03:10"
"5733","4666707","True","2","2011-07-15 15:03:27"
"5734","2226171","True","2","2011-07-15 15:03:42"
"5735","1151854","True","2","2011-07-15 15:03:49"
"5736","6709006","False","2","2011-07-15 15:03:58"
"5737","6571196","True","3","2011-07-15 15:04:00"
"5738","2688638","False","2","2011-07-15 15:04:10"
"5740","2654026","True","2","2011-07-15 15:04:14"
"5741","4409991","True","2","2011-07-15 15:04:19"
